event_id,event_type,timestamp,source_person_id,target_person_id,phone_id,device_id,ip_id,account_id,location_id,amount,duration_seconds,direction,status,channel,transaction_type
EVT_001548,call,2025-01-31 19:39:30,PER_000083,PER_000093,PH_000203,,,,LOC_000053,,968.0,internal,completed,atm,
EVT_006104,location_ping,2025-01-31 21:30:50,PER_000056,,,DEV_000110,,,LOC_000036,,,,completed,web,
EVT_005870,sms,2025-02-01 03:27:54,PER_000062,PER_000099,PH_000062,,,,LOC_000033,,,inbound,completed,web,
EVT_005041,location_ping,2025-02-01 03:49:22,PER_000047,,,DEV_000062,,,LOC_000113,,,,completed,ussd,
EVT_003334,transaction,2025-02-01 03:49:27,PER_000042,PER_000018,,DEV_000043,IP_000092,ACC_000042,LOC_000060,404850.2,,internal,completed,pos,transfer
EVT_001874,call,2025-02-01 10:04:55,PER_000027,PER_000042,PH_000027,,,,LOC_000012,,36.0,inbound,completed,web,
EVT_004711,transaction,2025-02-01 10:39:24,PER_000057,PER_000070,,DEV_000034,IP_000089,ACC_000057,LOC_000030,435.91,,internal,completed,ussd,payment
EVT_002717,sms,2025-02-01 10:44:24,PER_000079,PER_000033,PH_000079,,,,LOC_000004,,,outbound,completed,pos,
EVT_007258,login,2025-02-01 12:33:50,PER_000064,,PH_000101,DEV_000077,IP_000047,,LOC_000020,,,,completed,mobile_app,
EVT_002384,sms,2025-02-01 12:36:28,PER_000018,PER_000024,PH_000018,,,,LOC_000001,,,inbound,completed,web,
EVT_001475,location_ping,2025-02-01 14:03:28,PER_000093,,,DEV_000069,,,LOC_000071,,,,completed,pos,
EVT_005815,login,2025-02-01 15:05:21,PER_000077,,PH_000271,DEV_000119,IP_000020,,LOC_000081,,,,completed,pos,
EVT_006881,location_ping,2025-02-01 18:08:45,PER_000048,,,DEV_000059,,,LOC_000025,,,,completed,mobile_app,
EVT_001858,location_ping,2025-02-01 18:39:58,PER_000024,,,DEV_000054,,,LOC_000083,,,,completed,atm,
EVT_006792,location_ping,2025-02-01 19:17:17,PER_000082,,,DEV_000001,,,LOC_000115,,,,completed,web,
EVT_006083,transaction,2025-02-01 21:03:33,PER_000019,PER_000095,,DEV_000087,IP_000078,ACC_000019,LOC_000045,1141.59,,outbound,completed,web,withdrawal
EVT_004914,login,2025-02-01 21:05:13,PER_000095,,PH_000095,DEV_000009,IP_000075,,LOC_000120,,,,completed,pos,
EVT_005207,location_ping,2025-02-01 21:30:55,PER_000006,,,DEV_000073,,,LOC_000060,,,,completed,mobile_app,
EVT_003885,transaction,2025-02-01 23:09:39,PER_000018,PER_000100,,DEV_000105,IP_000114,ACC_000018,LOC_000001,368224.79,,internal,completed,pos,p2p
EVT_002771,sms,2025-02-02 02:18:36,PER_000025,PER_000079,PH_000132,,,,LOC_000007,,,outbound,completed,mobile_app,
EVT_004203,transaction,2025-02-02 05:11:43,PER_000016,PER_000050,,DEV_000026,IP_000073,ACC_000116,LOC_000054,3477.26,,outbound,completed,ussd,deposit
EVT_006245,transaction,2025-02-02 05:33:20,PER_000062,PER_000098,,DEV_000009,IP_000086,ACC_000062,LOC_000033,4383.24,,inbound,completed,api,transfer
EVT_007446,location_ping,2025-02-02 06:07:06,PER_000010,,,DEV_000075,,,LOC_000034,,,,completed,atm,
EVT_006314,location_ping,2025-02-02 10:17:45,PER_000062,,,DEV_000011,,,LOC_000086,,,,completed,web,
EVT_005680,transaction,2025-02-02 12:27:50,PER_000016,PER_000027,,DEV_000075,IP_000064,ACC_000016,LOC_000054,634.14,,outbound,completed,mobile_app,transfer
EVT_004713,location_ping,2025-02-02 13:05:50,PER_000002,,,DEV_000003,,,LOC_000032,,,,completed,pos,
EVT_005481,transaction,2025-02-02 13:26:19,PER_000027,PER_000016,,DEV_000067,IP_000069,ACC_000027,LOC_000097,1145.88,,outbound,completed,pos,transfer
EVT_000135,call,2025-02-02 14:16:14,PER_000056,PER_000048,PH_000056,,,,LOC_000052,,1082.0,internal,completed,ussd,
EVT_005458,login,2025-02-02 14:59:19,PER_000070,,PH_000188,DEV_000109,IP_000027,,LOC_000001,,,,completed,pos,
EVT_004695,call,2025-02-02 15:07:28,PER_000089,PER_000042,PH_000282,,,,LOC_000047,,522.0,inbound,completed,atm,
EVT_000119,sms,2025-02-02 15:16:23,PER_000073,PER_000030,PH_000073,,,,LOC_000015,,,outbound,completed,pos,
EVT_006353,call,2025-02-02 16:38:55,PER_000050,PER_000024,PH_000050,,,,LOC_000058,,1157.0,inbound,completed,ussd,
EVT_005062,transaction,2025-02-02 17:00:33,PER_000047,PER_000069,,DEV_000082,IP_000105,ACC_000047,LOC_000113,1241.4,,internal,completed,web,payment
EVT_006512,transaction,2025-02-02 18:49:23,PER_000077,PER_000021,,DEV_000046,IP_000076,ACC_000077,LOC_000119,2853.24,,outbound,completed,web,p2p
EVT_001439,transaction,2025-02-02 19:29:16,PER_000057,PER_000025,,DEV_000039,IP_000027,ACC_000057,LOC_000030,4263.41,,internal,completed,mobile_app,deposit
EVT_003943,call,2025-02-02 20:13:22,PER_000040,PER_000002,PH_000181,,,,LOC_000047,,358.0,inbound,completed,pos,
EVT_003831,location_ping,2025-02-02 20:56:05,PER_000036,,,DEV_000043,,,LOC_000090,,,,completed,api,
EVT_002301,sms,2025-02-03 05:44:41,PER_000045,PER_000073,PH_000108,,,,LOC_000004,,,outbound,completed,pos,
EVT_003464,login,2025-02-03 07:55:07,PER_000087,,PH_000294,DEV_000012,IP_000028,,LOC_000099,,,,completed,mobile_app,
EVT_004235,sms,2025-02-03 11:11:55,PER_000042,PER_000007,PH_000042,,,,LOC_000060,,,inbound,completed,web,
EVT_005116,location_ping,2025-02-03 11:42:11,PER_000029,,,DEV_000018,,,LOC_000100,,,,completed,web,
EVT_005280,login,2025-02-03 11:46:38,PER_000019,,PH_000019,DEV_000019,IP_000052,,LOC_000069,,,,completed,ussd,
EVT_003664,transaction,2025-02-03 12:00:13,PER_000073,PER_000010,,DEV_000040,IP_000009,ACC_000073,LOC_000086,645.38,,internal,completed,mobile_app,payment
EVT_005007,login,2025-02-03 13:06:49,PER_000050,,PH_000248,DEV_000120,IP_000045,,LOC_000058,,,,completed,web,
EVT_002876,transaction,2025-02-03 13:43:17,PER_000068,PER_000021,,DEV_000019,IP_000114,ACC_000068,LOC_000081,2203.05,,inbound,completed,mobile_app,transfer
EVT_001275,login,2025-02-03 14:49:33,PER_000061,,PH_000061,DEV_000090,IP_000034,,LOC_000062,,,,completed,api,
EVT_006619,location_ping,2025-02-03 15:19:12,PER_000023,,,DEV_000019,,,LOC_000034,,,,completed,ussd,
EVT_006233,location_ping,2025-02-03 15:42:29,PER_000095,,,DEV_000040,,,LOC_000120,,,,completed,mobile_app,
EVT_005288,transaction,2025-02-03 17:18:10,PER_000023,PER_000099,,DEV_000113,IP_000013,ACC_000023,LOC_000117,314.43,,inbound,completed,web,withdrawal
EVT_005553,login,2025-02-03 20:25:15,PER_000018,,PH_000018,DEV_000006,IP_000044,,LOC_000001,,,,completed,ussd,
EVT_003686,login,2025-02-03 22:01:31,PER_000036,,PH_000036,DEV_000045,IP_000024,,LOC_000090,,,,completed,atm,
EVT_006366,login,2025-02-03 22:37:37,PER_000008,,PH_000008,DEV_000047,IP_000062,,LOC_000077,,,,completed,pos,
EVT_005140,call,2025-02-04 06:26:21,PER_000025,PER_000091,PH_000132,,,,LOC_000007,,200.0,internal,completed,pos,
EVT_001953,location_ping,2025-02-04 11:37:22,PER_000042,,,DEV_000042,,,LOC_000060,,,,completed,mobile_app,
EVT_005279,location_ping,2025-02-04 11:45:18,PER_000027,,,DEV_000045,,,LOC_000101,,,,completed,ussd,
EVT_002583,call,2025-02-04 11:57:29,PER_000042,PER_000088,PH_000042,,,,LOC_000060,,703.0,inbound,completed,mobile_app,
EVT_007417,sms,2025-02-04 12:01:32,PER_000073,PER_000028,PH_000175,,,,LOC_000015,,,inbound,completed,mobile_app,
EVT_002823,sms,2025-02-04 13:16:12,PER_000073,PER_000082,PH_000162,,,,LOC_000073,,,inbound,completed,api,
EVT_003654,login,2025-02-04 13:33:25,PER_000073,,PH_000116,DEV_000053,IP_000053,,LOC_000015,,,,completed,ussd,
EVT_002737,login,2025-02-04 14:24:32,PER_000062,,PH_000062,DEV_000116,IP_000078,,LOC_000033,,,,completed,api,
EVT_004950,location_ping,2025-02-04 14:39:14,PER_000087,,,DEV_000110,,,LOC_000099,,,,completed,atm,
EVT_002678,transaction,2025-02-04 14:54:47,PER_000062,PER_000017,,DEV_000082,IP_000096,ACC_000062,LOC_000033,1198.89,,internal,completed,atm,deposit
EVT_001005,sms,2025-02-04 15:30:32,PER_000066,PER_000010,PH_000125,,,,LOC_000049,,,outbound,completed,atm,
EVT_005923,sms,2025-02-04 16:31:18,PER_000073,PER_000087,PH_000073,,,,LOC_000073,,,internal,completed,mobile_app,
EVT_004794,sms,2025-02-04 16:38:52,PER_000071,PER_000039,PH_000071,,,,LOC_000005,,,outbound,completed,api,
EVT_002215,login,2025-02-04 17:13:33,PER_000018,,PH_000018,DEV_000120,IP_000053,,LOC_000001,,,,completed,pos,
EVT_005494,call,2025-02-04 17:38:40,PER_000074,PER_000094,PH_000274,,,,LOC_000106,,267.0,internal,completed,atm,
EVT_002427,login,2025-02-04 19:34:26,PER_000084,,PH_000238,DEV_000084,IP_000021,,LOC_000043,,,,completed,atm,
EVT_002385,call,2025-02-04 20:21:43,PER_000060,PER_000014,PH_000060,,,,LOC_000014,,648.0,inbound,completed,mobile_app,
EVT_007221,sms,2025-02-04 20:53:33,PER_000042,PER_000087,PH_000042,,,,LOC_000044,,,inbound,completed,atm,
EVT_001017,call,2025-02-05 00:17:06,PER_000007,PER_000072,PH_000211,,,,LOC_000088,,96.0,outbound,completed,pos,
EVT_005839,login,2025-02-05 05:14:27,PER_000059,,PH_000137,DEV_000106,IP_000111,,LOC_000048,,,,completed,pos,
EVT_004383,login,2025-02-05 05:43:59,PER_000049,,PH_000197,DEV_000002,IP_000002,,LOC_000072,,,,completed,mobile_app,
EVT_003445,sms,2025-02-05 07:42:32,PER_000001,PER_000090,PH_000001,,,,LOC_000029,,,inbound,completed,pos,
EVT_004754,location_ping,2025-02-05 08:25:09,PER_000091,,,DEV_000002,,,LOC_000057,,,,completed,atm,
EVT_000009,login,2025-02-05 10:56:29,PER_000006,,PH_000121,DEV_000100,IP_000109,,LOC_000060,,,,completed,ussd,
EVT_002104,call,2025-02-05 11:03:47,PER_000093,PER_000032,PH_000142,,,,LOC_000071,,1042.0,outbound,completed,web,
EVT_005757,call,2025-02-05 12:14:56,PER_000016,PER_000042,PH_000016,,,,LOC_000014,,941.0,outbound,completed,pos,
EVT_004647,transaction,2025-02-05 14:51:31,PER_000022,PER_000056,,DEV_000118,IP_000101,ACC_000122,LOC_000006,917.93,,inbound,completed,api,p2p
EVT_004315,location_ping,2025-02-05 15:00:39,PER_000087,,,DEV_000063,,,LOC_000099,,,,completed,web,
EVT_006941,location_ping,2025-02-05 15:22:34,PER_000052,,,DEV_000020,,,LOC_000071,,,,completed,web,
EVT_007396,location_ping,2025-02-05 16:39:03,PER_000093,,,DEV_000106,,,LOC_000071,,,,completed,web,
EVT_004535,location_ping,2025-02-05 17:53:44,PER_000093,,,DEV_000101,,,LOC_000071,,,,completed,mobile_app,
EVT_003141,sms,2025-02-05 18:06:26,PER_000014,PER_000091,PH_000014,,,,LOC_000050,,,internal,completed,mobile_app,
EVT_002198,location_ping,2025-02-05 18:47:55,PER_000016,,,DEV_000072,,,LOC_000054,,,,completed,ussd,
EVT_002627,transaction,2025-02-05 20:03:56,PER_000074,PER_000012,,DEV_000023,IP_000081,ACC_000074,LOC_000106,3074.05,,internal,completed,pos,transfer
EVT_006409,login,2025-02-05 20:30:27,PER_000062,,PH_000062,DEV_000052,IP_000073,,LOC_000033,,,,completed,mobile_app,
EVT_002481,login,2025-02-05 21:04:26,PER_000090,,PH_000090,DEV_000016,IP_000014,,LOC_000027,,,,completed,web,
EVT_000430,location_ping,2025-02-05 21:19:05,PER_000093,,,DEV_000090,,,LOC_000071,,,,completed,atm,
EVT_006004,location_ping,2025-02-06 04:51:40,PER_000067,,,DEV_000081,,,LOC_000040,,,,completed,web,
EVT_002767,sms,2025-02-06 05:05:19,PER_000087,PER_000016,PH_000087,,,,LOC_000065,,,outbound,completed,pos,
EVT_004760,transaction,2025-02-06 07:40:01,PER_000073,PER_000098,,DEV_000058,IP_000045,ACC_000073,LOC_000015,1846.46,,inbound,completed,pos,p2p
EVT_002693,call,2025-02-06 10:11:05,PER_000073,PER_000091,PH_000244,,,,LOC_000015,,429.0,internal,completed,api,
EVT_005781,transaction,2025-02-06 11:54:14,PER_000089,PER_000011,,DEV_000114,IP_000099,ACC_000089,LOC_000047,3507.15,,inbound,completed,pos,withdrawal
EVT_002979,login,2025-02-06 14:19:08,PER_000027,,PH_000245,DEV_000096,IP_000022,,LOC_000097,,,,completed,ussd,
EVT_003630,location_ping,2025-02-06 15:00:43,PER_000018,,,DEV_000086,,,LOC_000001,,,,completed,pos,
EVT_007058,transaction,2025-02-06 15:08:20,PER_000073,PER_000041,,DEV_000044,IP_000061,ACC_000073,LOC_000118,229.35,,outbound,completed,mobile_app,deposit
EVT_007291,location_ping,2025-02-06 17:41:35,PER_000007,,,DEV_000030,,,LOC_000059,,,,completed,api,
EVT_005196,login,2025-02-06 17:56:18,PER_000024,,PH_000024,DEV_000106,IP_000090,,LOC_000083,,,,completed,mobile_app,
EVT_000708,login,2025-02-06 18:41:27,PER_000042,,PH_000199,DEV_000019,IP_000004,,LOC_000060,,,,completed,atm,
EVT_002444,location_ping,2025-02-06 20:44:10,PER_000018,,,DEV_000070,,,LOC_000001,,,,completed,pos,
EVT_005951,login,2025-02-06 21:24:04,PER_000097,,PH_000097,DEV_000016,IP_000084,,LOC_000059,,,,completed,ussd,
EVT_005669,sms,2025-02-07 04:41:37,PER_000071,PER_000091,PH_000071,,,,LOC_000005,,,inbound,completed,web,
EVT_006336,login,2025-02-07 10:52:33,PER_000066,,PH_000125,DEV_000082,IP_000085,,LOC_000049,,,,completed,web,
EVT_005646,call,2025-02-07 12:34:26,PER_000073,PER_000077,PH_000244,,,,LOC_000015,,251.0,internal,completed,mobile_app,
EVT_005746,login,2025-02-07 12:57:39,PER_000059,,PH_000137,DEV_000081,IP_000002,,LOC_000071,,,,completed,web,
EVT_002915,sms,2025-02-07 12:59:12,PER_000059,PER_000032,PH_000180,,,,LOC_000071,,,outbound,completed,atm,
EVT_006240,sms,2025-02-07 13:13:33,PER_000030,PER_000057,PH_000030,,,,LOC_000108,,,inbound,completed,mobile_app,
EVT_000905,transaction,2025-02-07 13:45:13,PER_000092,PER_000064,,DEV_000074,IP_000082,ACC_000092,LOC_000091,4160.54,,outbound,completed,pos,transfer
EVT_005141,location_ping,2025-02-07 15:26:25,PER_000048,,,DEV_000043,,,LOC_000025,,,,completed,mobile_app,
EVT_004756,login,2025-02-07 16:37:29,PER_000021,,PH_000103,DEV_000096,IP_000051,,LOC_000086,,,,completed,atm,
EVT_001060,sms,2025-02-07 17:18:49,PER_000017,PER_000044,PH_000017,,,,LOC_000116,,,internal,completed,web,
EVT_005578,call,2025-02-07 22:21:05,PER_000027,PER_000051,PH_000245,,,,LOC_000103,,316.0,internal,completed,atm,
EVT_006511,transaction,2025-02-08 05:29:53,PER_000001,PER_000038,,DEV_000017,IP_000017,ACC_000001,LOC_000069,1246.95,,inbound,completed,pos,withdrawal
EVT_003295,transaction,2025-02-08 07:07:26,PER_000020,PER_000037,,DEV_000035,IP_000098,ACC_000020,LOC_000056,3765.43,,internal,completed,api,transfer
EVT_003558,call,2025-02-08 07:13:42,PER_000093,PER_000058,PH_000093,,,,LOC_000071,,168.0,outbound,completed,atm,
EVT_003515,location_ping,2025-02-08 08:45:15,PER_000001,,,DEV_000104,,,LOC_000029,,,,completed,pos,
EVT_000643,call,2025-02-08 09:31:03,PER_000027,PER_000050,PH_000027,,,,LOC_000097,,442.0,inbound,completed,web,
EVT_002185,sms,2025-02-08 11:16:40,PER_000059,PER_000086,PH_000137,,,,LOC_000071,,,outbound,completed,web,
EVT_002180,call,2025-02-08 11:17:12,PER_000079,PER_000007,PH_000079,,,,LOC_000004,,479.0,inbound,completed,api,
EVT_007140,login,2025-02-08 13:26:04,PER_000042,,PH_000199,DEV_000002,IP_000019,,LOC_000060,,,,completed,pos,
EVT_004238,sms,2025-02-08 13:48:30,PER_000051,PER_000062,PH_000246,,,,LOC_000052,,,inbound,completed,web,
EVT_001758,transaction,2025-02-08 14:13:15,PER_000062,PER_000077,,DEV_000040,IP_000057,ACC_000062,LOC_000033,110001.18,,inbound,completed,pos,deposit
EVT_004717,login,2025-02-08 14:29:19,PER_000087,,PH_000087,DEV_000053,IP_000119,,LOC_000099,,,,completed,pos,
EVT_006373,location_ping,2025-02-08 15:31:51,PER_000034,,,DEV_000109,,,LOC_000075,,,,completed,web,
EVT_003550,location_ping,2025-02-08 15:43:59,PER_000010,,,DEV_000103,,,LOC_000034,,,,completed,atm,
EVT_000977,transaction,2025-02-08 17:17:26,PER_000095,PER_000084,,DEV_000039,IP_000099,ACC_000095,LOC_000039,4186.61,,inbound,completed,mobile_app,payment
EVT_002190,call,2025-02-08 20:16:42,PER_000022,PER_000068,PH_000022,,,,LOC_000035,,242.0,outbound,completed,web,
EVT_000726,sms,2025-02-08 21:20:10,PER_000011,PER_000066,PH_000174,,,,LOC_000063,,,outbound,completed,atm,
EVT_002396,login,2025-02-08 21:41:33,PER_000059,,PH_000180,DEV_000005,IP_000043,,LOC_000071,,,,completed,pos,
EVT_001382,sms,2025-02-09 05:05:45,PER_000005,PER_000048,PH_000005,,,,LOC_000035,,,inbound,completed,atm,
EVT_006341,call,2025-02-09 05:13:32,PER_000057,PER_000026,PH_000270,,,,LOC_000030,,833.0,inbound,completed,atm,
EVT_000711,call,2025-02-09 05:59:14,PER_000084,PER_000073,PH_000238,,,,LOC_000043,,120.0,internal,completed,web,
EVT_002115,transaction,2025-02-09 06:32:43,PER_000059,PER_000025,,DEV_000019,IP_000046,ACC_000059,LOC_000071,1581.44,,inbound,completed,pos,p2p
EVT_002684,location_ping,2025-02-09 06:47:52,PER_000093,,,DEV_000006,,,LOC_000071,,,,completed,ussd,
EVT_006894,transaction,2025-02-09 08:25:41,PER_000020,PER_000038,,DEV_000083,IP_000059,ACC_000120,LOC_000069,2706.92,,inbound,completed,mobile_app,p2p
EVT_002175,call,2025-02-09 11:29:22,PER_000013,PER_000080,PH_000013,,,,LOC_000041,,87.0,internal,completed,pos,
EVT_004141,login,2025-02-09 12:14:43,PER_000059,,PH_000059,DEV_000009,IP_000037,,LOC_000071,,,,completed,atm,
EVT_005603,location_ping,2025-02-09 12:15:31,PER_000095,,,DEV_000087,,,LOC_000006,,,,completed,atm,
EVT_000695,call,2025-02-09 14:16:34,PER_000085,PER_000027,PH_000085,,,,LOC_000110,,634.0,inbound,completed,mobile_app,
EVT_004082,transaction,2025-02-09 14:42:08,PER_000059,PER_000004,,DEV_000047,IP_000076,ACC_000059,LOC_000071,2710.04,,inbound,completed,atm,withdrawal
EVT_003449,sms,2025-02-09 15:18:52,PER_000087,PER_000002,PH_000294,,,,LOC_000035,,,internal,completed,pos,
EVT_003304,sms,2025-02-09 15:42:51,PER_000062,PER_000091,PH_000152,,,,LOC_000033,,,internal,completed,web,
EVT_005297,sms,2025-02-09 15:52:07,PER_000095,PER_000010,PH_000095,,,,LOC_000071,,,internal,completed,mobile_app,
EVT_007026,call,2025-02-09 16:48:17,PER_000062,PER_000018,PH_000152,,,,LOC_000033,,125.0,inbound,completed,atm,
EVT_003921,location_ping,2025-02-09 16:51:12,PER_000087,,,DEV_000003,,,LOC_000099,,,,completed,web,
EVT_001828,sms,2025-02-09 17:32:42,PER_000018,PER_000042,PH_000018,,,,LOC_000013,,,inbound,completed,mobile_app,
EVT_002057,sms,2025-02-09 19:30:39,PER_000016,PER_000044,PH_000016,,,,LOC_000054,,,outbound,completed,ussd,
EVT_001411,call,2025-02-09 19:36:49,PER_000062,PER_000088,PH_000152,,,,LOC_000033,,1195.0,outbound,completed,api,
EVT_000609,sms,2025-02-09 20:46:42,PER_000077,PER_000075,PH_000077,,,,LOC_000035,,,outbound,completed,pos,
EVT_001423,login,2025-02-10 02:07:56,PER_000087,,PH_000294,DEV_000018,IP_000073,,LOC_000099,,,,completed,mobile_app,
EVT_000042,transaction,2025-02-10 04:25:57,PER_000061,PER_000093,,DEV_000065,IP_000074,ACC_000061,LOC_000062,4375.16,,outbound,completed,pos,withdrawal
EVT_005065,location_ping,2025-02-10 04:51:53,PER_000073,,,DEV_000002,,,LOC_000015,,,,completed,mobile_app,
EVT_000234,location_ping,2025-02-10 06:59:48,PER_000086,,,DEV_000073,,,LOC_000012,,,,completed,api,
EVT_000961,login,2025-02-10 07:23:29,PER_000002,,PH_000002,DEV_000058,IP_000081,,LOC_000032,,,,completed,ussd,
EVT_000819,location_ping,2025-02-10 07:51:03,PER_000095,,,DEV_000073,,,LOC_000120,,,,completed,api,
EVT_007212,transaction,2025-02-10 09:32:30,PER_000001,PER_000028,,DEV_000096,IP_000109,ACC_000101,LOC_000060,2616.95,,inbound,completed,ussd,withdrawal
EVT_003008,location_ping,2025-02-10 10:27:16,PER_000042,,,DEV_000031,,,LOC_000060,,,,completed,atm,
EVT_004542,login,2025-02-10 10:58:33,PER_000001,,PH_000001,DEV_000020,IP_000023,,LOC_000029,,,,completed,ussd,
EVT_000587,sms,2025-02-10 11:15:04,PER_000062,PER_000002,PH_000213,,,,LOC_000033,,,inbound,completed,mobile_app,
EVT_001280,login,2025-02-10 11:27:43,PER_000016,,PH_000016,DEV_000030,IP_000107,,LOC_000054,,,,completed,atm,
EVT_000178,login,2025-02-10 13:29:51,PER_000059,,PH_000059,DEV_000047,IP_000072,,LOC_000071,,,,completed,api,
EVT_007243,login,2025-02-10 13:49:51,PER_000001,,PH_000001,DEV_000023,IP_000090,,LOC_000029,,,,completed,api,
EVT_003822,call,2025-02-10 13:58:45,PER_000016,PER_000087,PH_000016,,,,LOC_000054,,409.0,internal,completed,atm,
EVT_003337,location_ping,2025-02-10 14:52:46,PER_000096,,,DEV_000034,,,LOC_000107,,,,completed,atm,
EVT_006946,call,2025-02-10 15:36:45,PER_000079,PER_000054,PH_000079,,,,LOC_000004,,760.0,inbound,completed,mobile_app,
EVT_006439,location_ping,2025-02-10 17:02:11,PER_000027,,,DEV_000029,,,LOC_000097,,,,completed,mobile_app,
EVT_006654,call,2025-02-10 17:14:52,PER_000042,PER_000024,PH_000042,,,,LOC_000099,,945.0,inbound,completed,api,
EVT_004278,location_ping,2025-02-10 18:20:27,PER_000031,,,DEV_000042,,,LOC_000017,,,,completed,atm,
EVT_001528,location_ping,2025-02-10 19:00:15,PER_000059,,,DEV_000110,,,LOC_000071,,,,completed,api,
EVT_006636,login,2025-02-11 04:00:26,PER_000087,,PH_000294,DEV_000025,IP_000100,,LOC_000032,,,,completed,pos,
EVT_001991,login,2025-02-11 04:41:07,PER_000093,,PH_000142,DEV_000068,IP_000055,,LOC_000071,,,,completed,api,
EVT_005265,location_ping,2025-02-11 07:06:33,PER_000067,,,DEV_000013,,,LOC_000040,,,,completed,api,
EVT_003761,call,2025-02-11 10:33:00,PER_000060,PER_000014,PH_000060,,,,LOC_000014,,120.0,inbound,completed,mobile_app,
EVT_006584,transaction,2025-02-11 10:47:52,PER_000001,PER_000026,,DEV_000037,IP_000102,ACC_000001,LOC_000029,413.86,,inbound,completed,web,transfer
EVT_007099,call,2025-02-11 11:42:10,PER_000011,PER_000076,PH_000011,,,,LOC_000063,,71.0,outbound,completed,api,
EVT_004332,sms,2025-02-11 13:47:00,PER_000008,PER_000012,PH_000008,,,,LOC_000077,,,internal,completed,api,
EVT_005687,call,2025-02-11 13:58:46,PER_000062,PER_000018,PH_000213,,,,LOC_000076,,291.0,outbound,completed,api,
EVT_007392,call,2025-02-11 15:42:14,PER_000036,PER_000052,PH_000036,,,,LOC_000090,,25.0,inbound,completed,mobile_app,
EVT_006048,transaction,2025-02-11 16:54:57,PER_000073,PER_000009,,DEV_000100,IP_000024,ACC_000073,LOC_000015,3560.54,,inbound,completed,api,transfer
EVT_007202,login,2025-02-11 17:20:15,PER_000073,,PH_000162,DEV_000093,IP_000041,,LOC_000015,,,,completed,api,
EVT_007458,location_ping,2025-02-11 18:18:14,PER_000046,,,DEV_000118,,,LOC_000028,,,,completed,api,
EVT_004886,transaction,2025-02-11 19:40:35,PER_000030,PER_000088,,DEV_000091,IP_000107,ACC_000030,LOC_000108,2867.3,,outbound,completed,atm,transfer
EVT_004816,location_ping,2025-02-11 20:06:21,PER_000002,,,DEV_000094,,,LOC_000032,,,,completed,atm,
EVT_004734,transaction,2025-02-11 21:26:12,PER_000057,PER_000071,,DEV_000052,IP_000055,ACC_000057,LOC_000030,73.41,,internal,completed,pos,deposit
EVT_000862,location_ping,2025-02-12 02:55:32,PER_000050,,,DEV_000051,,,LOC_000058,,,,completed,api,
EVT_004190,login,2025-02-12 05:49:09,PER_000016,,PH_000016,DEV_000083,IP_000077,,LOC_000054,,,,completed,api,
EVT_004720,sms,2025-02-12 07:10:57,PER_000001,PER_000053,PH_000001,,,,LOC_000029,,,outbound,completed,pos,
EVT_006044,login,2025-02-12 08:13:25,PER_000059,,PH_000137,DEV_000062,IP_000091,,LOC_000071,,,,completed,web,
EVT_007485,transaction,2025-02-12 08:24:55,PER_000073,PER_000050,,DEV_000102,IP_000011,ACC_000073,LOC_000015,3628.88,,inbound,completed,api,payment
EVT_000822,login,2025-02-12 10:30:12,PER_000016,,PH_000016,DEV_000070,IP_000076,,LOC_000054,,,,completed,atm,
EVT_006361,login,2025-02-12 10:46:25,PER_000062,,PH_000062,DEV_000043,IP_000084,,LOC_000033,,,,completed,pos,
EVT_000911,sms,2025-02-12 10:48:44,PER_000073,PER_000009,PH_000116,,,,LOC_000015,,,inbound,completed,mobile_app,
EVT_004506,login,2025-02-12 11:11:30,PER_000073,,PH_000244,DEV_000030,IP_000011,,LOC_000015,,,,completed,pos,
EVT_003834,transaction,2025-02-12 12:45:44,PER_000029,PER_000030,,DEV_000096,IP_000098,ACC_000029,LOC_000059,2535.24,,outbound,completed,ussd,transfer
EVT_000381,location_ping,2025-02-12 13:18:29,PER_000068,,,DEV_000011,,,LOC_000081,,,,completed,mobile_app,
EVT_007256,location_ping,2025-02-12 14:09:56,PER_000042,,,DEV_000102,,,LOC_000060,,,,completed,ussd,
EVT_003798,location_ping,2025-02-12 15:12:32,PER_000026,,,DEV_000023,,,LOC_000059,,,,completed,ussd,
EVT_003835,login,2025-02-12 15:53:45,PER_000056,,PH_000253,DEV_000083,IP_000021,,LOC_000036,,,,completed,mobile_app,
EVT_003460,location_ping,2025-02-12 16:00:03,PER_000002,,,DEV_000056,,,LOC_000032,,,,completed,ussd,
EVT_005627,call,2025-02-12 16:25:21,PER_000085,PER_000051,PH_000085,,,,LOC_000085,,725.0,inbound,completed,atm,
EVT_006936,login,2025-02-12 17:12:14,PER_000027,,PH_000245,DEV_000011,IP_000067,,LOC_000097,,,,completed,web,
EVT_005879,call,2025-02-12 19:34:22,PER_000010,PER_000047,PH_000212,,,,LOC_000034,,1010.0,internal,completed,atm,
EVT_004500,location_ping,2025-02-13 06:18:03,PER_000066,,,DEV_000051,,,LOC_000115,,,,completed,mobile_app,
EVT_001718,location_ping,2025-02-13 07:09:08,PER_000024,,,DEV_000002,,,LOC_000038,,,,completed,atm,
EVT_002188,transaction,2025-02-13 07:13:24,PER_000069,PER_000058,,DEV_000066,IP_000003,ACC_000069,LOC_000031,464.7,,internal,completed,mobile_app,p2p
