source_id,source_type,relationship_type,target_id,target_type,first_seen,last_seen,event_count,weight,metadata
PER_000056,Person,USES_DEVICE,DEV_000060,Device,2025-02-17 16:02:32,2025-02-17 16:02:32,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000066,Device,2025-12-29 09:04:41,2025-12-29 09:04:41,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000067,Device,2025-05-03 13:28:38,2025-05-03 13:28:38,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000071,Device,2025-01-01 10:09:53,2025-04-01 09:01:36,2,2.0,
PER_000056,Person,USES_DEVICE,DEV_000074,Device,2025-12-26 16:24:18,2025-12-26 16:24:18,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000082,Device,2025-06-13 12:55:53,2025-06-13 12:55:53,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000083,Device,2025-02-12 15:53:45,2025-02-12 15:53:45,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000084,Device,2025-06-07 10:57:00,2025-06-07 10:57:00,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000092,Device,2025-11-08 18:57:29,2025-12-26 09:31:50,3,3.0,
PER_000056,Person,USES_DEVICE,DEV_000098,Device,2025-04-20 13:03:13,2025-04-20 13:03:13,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000106,Device,2025-12-05 18:32:19,2025-12-05 18:32:19,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000107,Device,2025-05-08 18:10:45,2025-05-08 18:10:45,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000108,Device,2025-01-30 12:40:06,2025-01-30 12:40:06,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000109,Device,2025-06-20 08:30:09,2025-06-20 08:30:09,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000110,Device,2025-01-31 21:30:50,2025-01-31 21:30:50,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000113,Device,2025-05-20 12:08:55,2025-05-20 12:08:55,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000114,Device,2025-12-17 21:07:16,2025-12-17 21:07:16,1,1.0,
PER_000056,Person,USES_DEVICE,DEV_000115,Device,2025-06-13 14:19:30,2025-06-13 14:19:30,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000002,Device,2025-11-10 11:49:48,2025-11-10 11:49:48,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000003,Device,2025-07-30 18:15:57,2025-07-30 18:15:57,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000006,Device,2025-09-29 13:50:24,2025-09-29 13:50:24,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000010,Device,2025-06-09 03:13:17,2025-06-09 03:13:17,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000032,Device,2025-08-28 17:24:28,2025-08-28 17:24:28,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000034,Device,2025-02-01 10:39:24,2025-02-01 10:39:24,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000039,Device,2025-02-02 19:29:16,2025-02-02 19:29:16,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000052,Device,2025-02-11 21:26:12,2025-02-11 21:26:12,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000069,Device,2025-09-20 20:19:49,2025-09-20 20:19:49,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000070,Device,2025-05-04 10:58:35,2025-05-04 10:58:35,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000071,Device,2025-01-24 10:02:02,2025-01-24 10:02:02,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000073,Device,2025-07-11 14:29:02,2025-07-11 14:29:02,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000079,Device,2025-03-15 14:09:48,2025-03-15 14:09:48,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000082,Device,2025-10-21 02:20:23,2025-10-21 02:20:23,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000098,Device,2025-04-06 06:47:13,2025-04-06 06:47:13,1,1.0,
PER_000057,Person,USES_DEVICE,DEV_000112,Device,2025-11-13 22:28:34,2025-11-13 22:28:34,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000001,Device,2025-05-13 08:39:40,2025-05-13 08:39:40,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000022,Device,2025-06-01 17:29:20,2025-06-01 17:29:20,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000028,Device,2025-05-16 14:21:58,2025-05-16 14:21:58,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000030,Device,2025-05-29 13:54:27,2025-05-29 13:54:27,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000034,Device,2025-10-17 08:49:48,2025-10-17 08:49:48,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000035,Device,2025-09-04 07:58:52,2025-09-04 07:58:52,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000042,Device,2025-11-24 07:57:19,2025-11-24 07:57:19,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000057,Device,2025-03-17 03:48:34,2025-03-17 03:48:34,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000074,Device,2025-01-19 13:17:48,2025-01-19 13:17:48,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000082,Device,2025-02-24 13:39:58,2025-02-24 13:39:58,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000083,Device,2025-05-14 15:10:02,2025-06-07 16:05:19,2,2.0,
PER_000058,Person,USES_DEVICE,DEV_000087,Device,2025-01-07 17:03:00,2025-01-07 17:03:00,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000088,Device,2025-10-03 15:39:48,2025-10-03 15:39:48,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000102,Device,2025-11-03 13:02:58,2025-11-03 13:02:58,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000109,Device,2025-07-10 06:49:30,2025-07-10 06:49:30,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000113,Device,2025-03-08 16:29:56,2025-03-08 16:29:56,1,1.0,
PER_000058,Person,USES_DEVICE,DEV_000119,Device,2025-11-25 18:55:27,2025-11-25 18:55:27,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000001,Device,2025-08-23 21:47:04,2025-10-23 16:33:58,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000002,Device,2025-05-15 15:56:39,2025-05-15 15:56:39,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000005,Device,2025-02-08 21:41:33,2025-02-08 21:41:33,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000006,Device,2025-07-24 06:01:51,2025-09-04 11:19:06,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000008,Device,2025-02-20 19:28:50,2025-02-20 19:28:50,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000009,Device,2025-02-09 12:14:43,2025-08-31 10:03:43,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000010,Device,2025-07-13 06:09:10,2025-07-13 06:09:10,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000011,Device,2025-04-30 07:12:17,2025-11-18 14:08:35,5,5.0,
PER_000059,Person,USES_DEVICE,DEV_000012,Device,2025-06-17 10:46:50,2025-06-17 10:46:50,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000013,Device,2025-01-01 19:51:28,2025-09-09 11:23:21,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000015,Device,2025-01-06 11:23:03,2025-05-11 23:06:31,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000016,Device,2025-07-07 14:44:30,2025-07-07 14:44:30,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000017,Device,2025-07-01 20:50:01,2025-07-01 20:50:01,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000018,Device,2025-01-05 21:11:26,2025-10-19 22:15:07,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000019,Device,2025-02-09 06:32:43,2025-07-26 18:48:37,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000020,Device,2025-02-19 05:47:00,2025-02-19 05:47:00,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000021,Device,2025-04-19 07:26:57,2025-11-29 16:14:37,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000022,Device,2025-09-12 21:32:51,2025-09-12 21:32:51,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000023,Device,2025-06-17 03:37:45,2025-12-11 12:48:25,4,4.0,
PER_000059,Person,USES_DEVICE,DEV_000024,Device,2025-11-21 10:40:49,2025-11-21 10:40:49,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000025,Device,2025-04-05 09:52:55,2025-04-05 09:52:55,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000026,Device,2025-04-10 13:33:03,2025-12-16 13:09:56,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000027,Device,2025-05-04 09:51:46,2025-12-23 18:30:18,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000028,Device,2025-02-25 08:05:48,2025-12-21 10:24:02,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000029,Device,2025-04-04 14:17:20,2025-04-04 14:17:20,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000030,Device,2025-11-14 11:23:23,2025-11-30 21:45:14,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000031,Device,2025-02-19 20:57:50,2025-12-04 12:17:55,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000032,Device,2025-05-31 06:51:20,2025-12-06 14:51:22,4,4.0,
PER_000059,Person,USES_DEVICE,DEV_000033,Device,2025-01-24 12:47:48,2025-01-24 12:47:48,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000034,Device,2025-11-13 16:55:37,2025-12-23 18:59:57,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000035,Device,2025-01-13 13:37:49,2025-12-27 15:21:37,4,4.0,
PER_000059,Person,USES_DEVICE,DEV_000036,Device,2025-07-19 04:38:14,2025-07-19 04:38:14,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000037,Device,2025-01-11 06:53:47,2025-03-17 08:11:11,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000038,Device,2025-04-26 09:25:03,2025-12-09 21:57:50,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000039,Device,2025-05-06 10:59:40,2025-05-06 10:59:40,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000042,Device,2025-01-29 08:16:18,2025-06-14 12:59:33,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000045,Device,2025-06-09 12:05:55,2025-09-14 14:54:55,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000046,Device,2025-07-25 19:14:04,2025-07-25 19:14:04,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000047,Device,2025-02-09 14:42:08,2025-06-21 19:03:33,4,4.0,
PER_000059,Person,USES_DEVICE,DEV_000048,Device,2025-10-29 15:03:19,2025-10-29 15:03:19,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000051,Device,2025-01-27 16:01:13,2025-12-08 13:46:29,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000052,Device,2025-08-07 19:22:34,2025-08-07 19:22:34,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000053,Device,2025-10-17 15:20:04,2025-10-17 15:20:04,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000054,Device,2025-07-27 11:31:16,2025-12-19 05:10:08,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000056,Device,2025-05-11 18:03:21,2025-05-11 18:03:21,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000057,Device,2025-04-07 17:34:25,2025-04-07 17:34:25,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000058,Device,2025-08-13 09:49:21,2025-09-13 03:05:15,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000059,Device,2025-05-03 10:30:31,2025-12-30 19:16:41,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000060,Device,2025-03-11 03:38:14,2025-10-16 12:50:19,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000061,Device,2025-06-02 16:19:43,2025-07-03 08:56:05,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000062,Device,2025-02-12 08:13:25,2025-12-14 07:31:49,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000063,Device,2025-02-17 15:30:31,2025-12-07 06:17:07,5,5.0,
PER_000059,Person,USES_DEVICE,DEV_000064,Device,2025-09-03 10:33:20,2025-09-03 10:33:20,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000065,Device,2025-05-09 14:57:30,2025-06-01 13:52:04,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000067,Device,2025-10-04 11:52:00,2025-10-04 11:52:00,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000068,Device,2025-11-07 12:40:53,2025-11-07 12:40:53,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000070,Device,2025-04-08 10:52:00,2025-04-26 07:53:59,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000074,Device,2025-01-16 14:21:24,2025-09-15 11:12:50,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000075,Device,2025-05-24 09:14:51,2025-08-22 13:35:35,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000077,Device,2025-06-17 08:57:18,2025-12-23 09:34:49,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000078,Device,2025-06-12 14:41:18,2025-06-12 14:41:18,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000081,Device,2025-02-07 12:57:39,2025-07-31 09:03:08,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000082,Device,2025-04-27 17:52:14,2025-04-27 17:52:14,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000083,Device,2025-05-29 13:59:20,2025-05-29 13:59:20,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000084,Device,2025-11-01 17:42:00,2025-11-01 17:42:00,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000085,Device,2025-03-27 10:49:59,2025-06-28 07:38:57,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000086,Device,2025-11-22 11:29:48,2025-12-08 08:01:53,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000087,Device,2025-03-22 16:52:00,2025-08-25 12:16:23,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000088,Device,2025-05-12 06:22:57,2025-11-02 08:22:13,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000089,Device,2025-01-24 16:35:22,2025-03-19 21:22:06,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000090,Device,2025-01-10 12:17:24,2025-05-31 14:53:24,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000091,Device,2025-09-25 07:07:26,2025-10-07 17:31:19,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000092,Device,2025-04-15 22:58:16,2025-04-15 22:58:16,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000093,Device,2025-08-16 14:09:45,2025-12-18 15:14:52,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000094,Device,2025-06-07 15:55:58,2025-06-07 15:55:58,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000095,Device,2025-01-21 19:44:30,2025-11-25 17:25:50,4,4.0,
PER_000059,Person,USES_DEVICE,DEV_000096,Device,2025-07-16 16:20:39,2025-07-16 16:20:39,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000098,Device,2025-11-05 10:17:46,2025-11-05 10:17:46,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000099,Device,2025-04-29 16:43:45,2025-08-11 07:47:01,4,4.0,
PER_000059,Person,USES_DEVICE,DEV_000100,Device,2025-10-23 17:23:15,2025-10-23 17:23:15,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000101,Device,2025-08-18 11:38:51,2025-08-18 11:38:51,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000103,Device,2025-07-27 03:38:49,2025-11-15 10:59:55,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000105,Device,2025-05-02 13:39:28,2025-09-13 18:35:32,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000106,Device,2025-02-05 05:14:27,2025-02-05 05:14:27,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000107,Device,2025-05-18 17:35:36,2025-11-18 13:48:56,4,4.0,
PER_000059,Person,USES_DEVICE,DEV_000109,Device,2025-01-17 13:49:51,2025-01-17 13:49:51,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000110,Device,2025-02-10 19:00:15,2025-09-27 19:55:09,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000111,Device,2025-06-29 02:12:38,2025-06-29 02:12:38,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000112,Device,2025-11-06 18:31:06,2025-11-06 18:31:06,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000114,Device,2025-12-16 12:11:29,2025-12-16 12:11:29,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000115,Device,2025-05-03 18:15:52,2025-05-25 23:59:49,2,2.0,
PER_000059,Person,USES_DEVICE,DEV_000117,Device,2025-11-03 11:30:57,2025-11-03 11:30:57,1,1.0,
PER_000059,Person,USES_DEVICE,DEV_000118,Device,2025-01-21 19:40:49,2025-04-21 13:50:26,3,3.0,
PER_000059,Person,USES_DEVICE,DEV_000120,Device,2025-06-07 15:06:45,2025-06-07 15:06:45,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000031,Device,2025-12-07 21:00:23,2025-12-07 21:00:23,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000034,Device,2025-03-12 06:08:10,2025-03-12 06:08:10,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000036,Device,2025-06-06 17:29:29,2025-06-06 17:29:29,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000039,Device,2025-06-24 20:45:11,2025-06-24 20:45:11,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000043,Device,2025-10-20 12:53:32,2025-10-20 12:53:32,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000049,Device,2025-08-06 02:13:39,2025-08-06 02:13:39,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000054,Device,2025-07-19 06:00:18,2025-07-19 06:00:18,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000057,Device,2025-03-16 17:06:17,2025-03-16 17:06:17,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000063,Device,2025-09-12 10:46:07,2025-09-12 10:46:07,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000067,Device,2025-10-05 09:38:45,2025-10-05 09:38:45,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000069,Device,2025-03-04 16:07:21,2025-03-04 16:07:21,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000072,Device,2025-02-23 02:06:10,2025-02-23 02:06:10,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000083,Device,2025-12-23 14:15:03,2025-12-23 14:15:03,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000085,Device,2025-11-24 17:18:09,2025-11-24 17:18:09,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000087,Device,2025-12-28 14:00:38,2025-12-28 14:00:38,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000099,Device,2025-04-23 15:36:14,2025-04-23 15:36:14,1,1.0,
PER_000060,Person,USES_DEVICE,DEV_000104,Device,2025-03-06 13:24:57,2025-03-06 13:24:57,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000008,Device,2025-10-20 17:20:43,2025-10-20 17:20:43,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000009,Device,2025-04-24 14:53:44,2025-04-24 14:53:44,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000013,Device,2025-03-01 13:39:05,2025-03-01 13:39:05,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000016,Device,2025-09-18 05:19:08,2025-09-18 05:19:08,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000022,Device,2025-04-18 19:59:21,2025-04-18 19:59:21,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000032,Device,2025-02-16 13:52:16,2025-02-16 13:52:16,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000038,Device,2025-04-22 15:34:29,2025-04-22 15:34:29,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000045,Device,2025-01-07 22:21:21,2025-01-07 22:21:21,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000048,Device,2025-05-27 18:32:10,2025-05-27 18:32:10,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000050,Device,2025-01-08 22:41:16,2025-01-08 22:41:16,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000059,Device,2025-08-05 12:08:00,2025-08-05 12:08:00,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000065,Device,2025-02-10 04:25:57,2025-06-06 05:39:58,2,2.0,
PER_000061,Person,USES_DEVICE,DEV_000076,Device,2025-09-02 17:10:49,2025-09-02 17:10:49,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000084,Device,2025-09-30 11:46:02,2025-09-30 11:46:02,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000086,Device,2025-08-01 09:57:06,2025-08-01 09:57:06,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000090,Device,2025-02-03 14:49:33,2025-10-26 16:47:33,2,2.0,
PER_000061,Person,USES_DEVICE,DEV_000091,Device,2025-12-19 12:52:41,2025-12-19 12:52:41,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000093,Device,2025-10-30 07:21:02,2025-10-30 07:21:02,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000099,Device,2025-01-25 12:10:36,2025-01-25 12:10:36,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000101,Device,2025-12-16 10:42:41,2025-12-16 10:42:41,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000108,Device,2025-06-12 07:22:21,2025-06-12 07:22:21,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000114,Device,2025-04-15 10:49:50,2025-04-15 10:49:50,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000116,Device,2025-10-12 19:21:36,2025-10-12 19:21:36,1,1.0,
PER_000061,Person,USES_DEVICE,DEV_000119,Device,2025-12-25 20:15:37,2025-12-25 20:15:37,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000001,Device,2025-01-09 17:33:08,2025-01-09 17:33:08,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000002,Device,2025-11-05 15:45:12,2025-11-05 15:45:12,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000003,Device,2025-05-28 08:45:23,2025-05-28 08:45:23,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000004,Device,2025-01-09 19:20:05,2025-11-04 06:26:43,3,3.0,
PER_000062,Person,USES_DEVICE,DEV_000005,Device,2025-10-30 08:02:32,2025-10-31 18:02:43,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000006,Device,2025-09-17 09:58:26,2025-10-06 03:09:44,3,3.0,
PER_000062,Person,USES_DEVICE,DEV_000007,Device,2025-01-13 07:42:08,2025-01-13 11:48:04,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000008,Device,2025-01-08 10:25:35,2025-07-29 14:16:55,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000009,Device,2025-02-02 05:33:20,2025-11-13 05:10:30,4,4.0,
PER_000062,Person,USES_DEVICE,DEV_000010,Device,2025-10-20 13:29:34,2025-11-18 02:38:33,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000011,Device,2025-02-02 10:17:45,2025-12-28 18:39:31,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000013,Device,2025-05-24 11:53:31,2025-12-31 15:59:30,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000014,Device,2025-11-10 18:52:35,2025-11-10 18:52:35,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000015,Device,2025-07-23 22:50:47,2025-07-23 22:50:47,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000016,Device,2025-03-14 07:39:43,2025-12-12 17:55:21,3,3.0,
PER_000062,Person,USES_DEVICE,DEV_000017,Device,2025-03-30 05:27:02,2025-03-30 05:27:02,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000018,Device,2025-03-28 21:11:32,2025-05-04 17:17:11,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000019,Device,2025-03-09 07:13:05,2025-12-26 17:51:42,3,3.0,
PER_000062,Person,USES_DEVICE,DEV_000021,Device,2025-03-30 18:44:00,2025-03-30 18:44:00,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000022,Device,2025-10-04 12:49:57,2025-10-04 12:49:57,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000023,Device,2025-06-21 22:54:22,2025-06-21 22:54:22,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000025,Device,2025-02-27 20:26:06,2025-12-07 22:44:28,3,3.0,
PER_000062,Person,USES_DEVICE,DEV_000027,Device,2025-03-12 21:51:31,2025-04-29 21:24:27,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000028,Device,2025-01-19 13:21:42,2025-10-20 19:21:02,4,4.0,
PER_000062,Person,USES_DEVICE,DEV_000030,Device,2025-07-15 10:58:11,2025-07-15 10:58:11,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000033,Device,2025-01-17 16:05:10,2025-04-02 21:44:56,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000034,Device,2025-08-19 05:56:33,2025-12-12 16:52:30,4,4.0,
PER_000062,Person,USES_DEVICE,DEV_000035,Device,2025-01-02 13:32:41,2025-02-20 16:35:42,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000036,Device,2025-07-01 16:40:19,2025-07-01 16:40:19,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000037,Device,2025-03-22 08:06:59,2025-03-22 08:06:59,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000038,Device,2025-04-16 09:59:25,2025-04-26 09:08:26,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000040,Device,2025-02-08 14:13:15,2025-02-08 14:13:15,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000042,Device,2025-11-06 16:12:06,2025-11-06 16:12:06,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000043,Device,2025-02-12 10:46:25,2025-12-14 17:34:40,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000044,Device,2025-02-27 06:44:08,2025-02-27 06:44:08,1,1.0,
PER_000062,Person,USES_DEVICE,DEV_000049,Device,2025-02-15 17:25:17,2025-11-02 10:37:04,3,3.0,
PER_000062,Person,USES_DEVICE,DEV_000050,Device,2025-08-23 09:10:03,2025-12-12 09:48:35,3,3.0,
PER_000062,Person,USES_DEVICE,DEV_000051,Device,2025-04-21 21:02:20,2025-05-06 19:44:29,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000052,Device,2025-02-05 20:30:27,2025-02-19 07:50:37,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000053,Device,2025-03-20 07:59:02,2025-07-08 14:02:04,2,2.0,
PER_000062,Person,USES_DEVICE,DEV_000054,Device,2025-03-31 04:14:18,2025-10-28 12:27:18,3,3.0,
PER_000062,Person,USES_DEVICE,DEV_000055,Device,2025-07-13 11:10:30,2025-07-13 11:10:30,1,1.0,
